Date,Temp_C
2018-05-05 06:00:00,13.6015
2018-05-05 06:10:00,13.6015
2018-05-05 06:20:00,13.65
2018-05-05 06:30:00,13.6975
2018-05-05 06:40:00,13.6975
2018-05-05 06:50:00,13.746
2018-05-05 07:00:00,13.746
2018-05-05 07:10:00,13.746
2018-05-05 07:20:00,13.6985
2018-05-05 07:30:00,13.6985
2018-05-05 07:40:00,13.6985
2018-05-05 07:50:00,13.6985
2018-05-05 08:00:00,13.7465
2018-05-05 08:10:00,13.7465
2018-05-05 08:20:00,13.794
2018-05-05 08:30:00,13.794
2018-05-05 08:40:00,13.794
2018-05-05 08:50:00,13.7465
2018-05-05 09:00:00,13.795
2018-05-05 09:10:00,13.7465
2018-05-05 09:20:00,13.795
2018-05-05 09:30:00,13.8425
2018-05-05 09:40:00,13.8425
2018-05-05 09:50:00,13.8425
2018-05-05 10:00:00,13.8425
2018-05-05 10:10:00,13.8425
2018-05-05 10:20:00,13.8425
2018-05-05 10:30:00,13.8425
2018-05-05 10:40:00,13.8905
2018-05-05 10:50:00,13.9385
2018-05-05 11:00:00,13.9385
2018-05-05 11:10:00,13.9385
2018-05-05 11:20:00,13.987
2018-05-05 11:30:00,13.987
2018-05-05 11:40:00,13.987
2018-05-05 11:50:00,13.9385
2018-05-05 12:00:00,13.986
2018-05-05 12:10:00,13.8905
2018-05-05 12:20:00,13.938
2018-05-05 12:30:00,13.938
2018-05-05 12:40:00,13.938
2018-05-05 12:50:00,13.8905
2018-05-05 13:00:00,13.8905
2018-05-05 13:10:00,13.842
2018-05-05 13:20:00,13.842
2018-05-05 13:30:00,13.8895
2018-05-05 13:40:00,13.938
2018-05-05 13:50:00,13.938
2018-05-05 14:00:00,14.0825
2018-05-05 14:10:00,13.986
2018-05-05 14:20:00,13.986
2018-05-05 14:30:00,14.129
2018-05-05 14:40:00,14.1295
2018-05-05 14:50:00,14.177
2018-05-05 15:00:00,14.177
2018-05-05 15:10:00,14.177
2018-05-05 15:20:00,14.129
2018-05-05 15:30:00,14.0815
2018-05-05 15:40:00,14.0335
2018-05-05 15:50:00,13.9375
2018-05-05 16:00:00,14.0335
2018-05-05 16:10:00,14.0815
2018-05-05 16:20:00,14.0815
2018-05-05 16:30:00,14.033
2018-05-05 16:40:00,14.033
2018-05-05 16:50:00,13.985
2018-05-05 17:00:00,13.8895
2018-05-05 17:10:00,13.746
2018-05-05 17:20:00,13.602
2018-05-05 17:30:00,13.602
2018-05-05 17:40:00,13.602
2018-05-05 17:50:00,13.65
2018-05-05 18:00:00,13.6975
2018-05-05 18:10:00,13.65
2018-05-05 18:20:00,13.65
2018-05-05 18:30:00,13.65
2018-05-05 18:40:00,13.6975
2018-05-05 18:50:00,13.65
2018-05-05 19:00:00,13.602
2018-05-05 19:10:00,13.602
2018-05-05 19:20:00,13.65
2018-05-05 19:30:00,13.65
2018-05-05 19:40:00,13.65
2018-05-05 19:50:00,13.65
2018-05-05 20:00:00,13.65
2018-05-05 20:10:00,13.65
2018-05-05 20:20:00,13.65
2018-05-05 20:30:00,13.65
2018-05-05 20:40:00,13.746
2018-05-05 20:50:00,13.794
2018-05-05 21:00:00,13.8415
2018-05-05 21:10:00,13.8415
2018-05-05 21:20:00,13.8415
2018-05-05 21:30:00,13.8895
2018-05-05 21:40:00,13.8895
2018-05-05 21:50:00,13.842
2018-05-05 22:00:00,13.8895
2018-05-05 22:10:00,13.8895
2018-05-05 22:20:00,13.8895
2018-05-05 22:30:00,13.9375
2018-05-05 22:40:00,13.9375
2018-05-05 22:50:00,13.985
2018-05-05 23:00:00,13.9375
2018-05-05 23:10:00,13.9375
2018-05-05 23:20:00,13.9375
2018-05-05 23:30:00,13.9375
2018-05-05 23:40:00,13.9375
2018-05-05 23:50:00,13.985
2018-05-06 00:00:00,13.8895
2018-05-06 00:10:00,13.8895
2018-05-06 00:20:00,13.8895
2018-05-06 00:30:00,13.9375
2018-05-06 00:40:00,13.9375
2018-05-06 00:50:00,13.9375
2018-05-06 01:00:00,14.0335
2018-05-06 01:10:00,14.0335
2018-05-06 01:20:00,14.0335
2018-05-06 01:30:00,13.985
2018-05-06 01:40:00,13.985
2018-05-06 01:50:00,13.985
2018-05-06 02:00:00,13.985
2018-05-06 02:10:00,13.9375
2018-05-06 02:20:00,13.9375
2018-05-06 02:30:00,13.985
2018-05-06 02:40:00,13.985
2018-05-06 02:50:00,13.9375
2018-05-06 03:00:00,13.9375
2018-05-06 03:10:00,13.842
2018-05-06 03:20:00,13.794
2018-05-06 03:30:00,13.794
2018-05-06 03:40:00,13.842
2018-05-06 03:50:00,13.842
2018-05-06 04:00:00,13.842
2018-05-06 04:10:00,13.8895
2018-05-06 04:20:00,13.938
2018-05-06 04:30:00,13.8895
2018-05-06 04:40:00,13.938
2018-05-06 04:50:00,13.842
2018-05-06 05:00:00,13.842
2018-05-06 05:10:00,13.842
2018-05-06 05:20:00,13.8905
2018-05-06 05:30:00,13.842
2018-05-06 05:40:00,13.842
